GEONAME,LNTITLE,GEOID,CVAP_EST
"Niobrara County, Wyoming",Remainder of Two or More Race Responses,05000US56027,0
"Niobrara County, Wyoming",Hispanic or Latino,05000US56027,80
"Park County, Wyoming",Total,05000US56029,22710
"Park County, Wyoming",Not Hispanic or Latino,05000US56029,21665
"Park County, Wyoming",American Indian or Alaska Native Alone,05000US56029,150
"Park County, Wyoming",Asian Alone,05000US56029,75
"Park County, Wyoming",Black or African American Alone,05000US56029,135
"Park County, Wyoming",Native Hawaiian or Other Pacific Islander Alone,05000US56029,4
"Park County, Wyoming",White Alone,05000US56029,21110
"Park County, Wyoming",American Indian or Alaska Native and White,05000US56029,150
"Park County, Wyoming",Asian and White,05000US56029,35
"Park County, Wyoming",Black or African American and White,05000US56029,10
"Park County, Wyoming",American Indian or Alaska Native and Black or African American,05000US56029,4
"Park County, Wyoming",Remainder of Two or More Race Responses,05000US56029,0
"Park County, Wyoming",Hispanic or Latino,05000US56029,1040
"Platte County, Wyoming",Total,05000US56031,6830
"Platte County, Wyoming",Not Hispanic or Latino,05000US56031,6450
"Platte County, Wyoming",American Indian or Alaska Native Alone,05000US56031,4
"Platte County, Wyoming",Asian Alone,05000US56031,4
"Platte County, Wyoming",Black or African American Alone,05000US56031,4
"Platte County, Wyoming",Native Hawaiian or Other Pacific Islander Alone,05000US56031,0
"Platte County, Wyoming",White Alone,05000US56031,6310
"Platte County, Wyoming",American Indian or Alaska Native and White,05000US56031,75
"Platte County, Wyoming",Asian and White,05000US56031,15
"Platte County, Wyoming",Black or African American and White,05000US56031,4
"Platte County, Wyoming",American Indian or Alaska Native and Black or African American,05000US56031,35
"Platte County, Wyoming",Remainder of Two or More Race Responses,05000US56031,0
"Platte County, Wyoming",Hispanic or Latino,05000US56031,380
"Sheridan County, Wyoming",Total,05000US56033,23280
"Sheridan County, Wyoming",Not Hispanic or Latino,05000US56033,22515
"Sheridan County, Wyoming",American Indian or Alaska Native Alone,05000US56033,240
"Sheridan County, Wyoming",Asian Alone,05000US56033,140
"Sheridan County, Wyoming",Black or African American Alone,05000US56033,105
"Sheridan County, Wyoming",Native Hawaiian or Other Pacific Islander Alone,05000US56033,0
"Sheridan County, Wyoming",White Alone,05000US56033,21700
"Sheridan County, Wyoming",American Indian or Alaska Native and White,05000US56033,165
"Sheridan County, Wyoming",Asian and White,05000US56033,130
"Sheridan County, Wyoming",Black or African American and White,05000US56033,20
"Sheridan County, Wyoming",American Indian or Alaska Native and Black or African American,05000US56033,0
"Sheridan County, Wyoming",Remainder of Two or More Race Responses,05000US56033,10
"Sheridan County, Wyoming",Hispanic or Latino,05000US56033,765
"Sublette County, Wyoming",Total,05000US56035,7470
"Sublette County, Wyoming",Not Hispanic or Latino,05000US56035,7045
"Sublette County, Wyoming",American Indian or Alaska Native Alone,05000US56035,0
"Sublette County, Wyoming",Asian Alone,05000US56035,10
"Sublette County, Wyoming",Black or African American Alone,05000US56035,0
"Sublette County, Wyoming",Native Hawaiian or Other Pacific Islander Alone,05000US56035,0
"Sublette County, Wyoming",White Alone,05000US56035,7010
"Sublette County, Wyoming",American Indian or Alaska Native and White,05000US56035,25
"Sublette County, Wyoming",Asian and White,05000US56035,4
"Sublette County, Wyoming",Black or African American and White,05000US56035,0
"Sublette County, Wyoming",American Indian or Alaska Native and Black or African American,05000US56035,0
"Sublette County, Wyoming",Remainder of Two or More Race Responses,05000US56035,0
"Sublette County, Wyoming",Hispanic or Latino,05000US56035,425
"Sweetwater County, Wyoming",Total,05000US56037,30565
"Sweetwater County, Wyoming",Not Hispanic or Latino,05000US56037,27665
"Sweetwater County, Wyoming",American Indian or Alaska Native Alone,05000US56037,105
"Sweetwater County, Wyoming",Asian Alone,05000US56037,110
"Sweetwater County, Wyoming",Black or African American Alone,05000US56037,110
"Sweetwater County, Wyoming",Native Hawaiian or Other Pacific Islander Alone,05000US56037,135
"Sweetwater County, Wyoming",White Alone,05000US56037,26755
"Sweetwater County, Wyoming",American Indian or Alaska Native and White,05000US56037,320
"Sweetwater County, Wyoming",Asian and White,05000US56037,110
"Sweetwater County, Wyoming",Black or African American and White,05000US56037,0
"Sweetwater County, Wyoming",American Indian or Alaska Native and Black or African American,05000US56037,0
"Sweetwater County, Wyoming",Remainder of Two or More Race Responses,05000US56037,15
"Sweetwater County, Wyoming",Hispanic or Latino,05000US56037,2900
"Teton County, Wyoming",Total,05000US56039,16335
"Teton County, Wyoming",Not Hispanic or Latino,05000US56039,15400
"Teton County, Wyoming",American Indian or Alaska Native Alone,05000US56039,65
"Teton County, Wyoming",Asian Alone,05000US56039,200
"Teton County, Wyoming",Black or African American Alone,05000US56039,20
"Teton County, Wyoming",Native Hawaiian or Other Pacific Islander Alone,05000US56039,0
"Teton County, Wyoming",White Alone,05000US56039,14990
"Teton County, Wyoming",American Indian or Alaska Native and White,05000US56039,80
"Teton County, Wyoming",Asian and White,05000US56039,25
"Teton County, Wyoming",Black or African American and White,05000US56039,0
"Teton County, Wyoming",American Indian or Alaska Native and Black or African American,05000US56039,0
"Teton County, Wyoming",Remainder of Two or More Race Responses,05000US56039,20
"Teton County, Wyoming",Hispanic or Latino,05000US56039,935
"Uinta County, Wyoming",Total,05000US56041,14355
"Uinta County, Wyoming",Not Hispanic or Latino,05000US56041,13525
"Uinta County, Wyoming",American Indian or Alaska Native Alone,05000US56041,135
"Uinta County, Wyoming",Asian Alone,05000US56041,20
"Uinta County, Wyoming",Black or African American Alone,05000US56041,25
"Uinta County, Wyoming",Native Hawaiian or Other Pacific Islander Alone,05000US56041,0
"Uinta County, Wyoming",White Alone,05000US56041,13105
"Uinta County, Wyoming",American Indian or Alaska Native and White,05000US56041,190
"Uinta County, Wyoming",Asian and White,05000US56041,0
"Uinta County, Wyoming",Black or African American and White,05000US56041,0
"Uinta County, Wyoming",American Indian or Alaska Native and Black or African American,05000US56041,0
"Uinta County, Wyoming",Remainder of Two or More Race Responses,05000US56041,50
"Uinta County, Wyoming",Hispanic or Latino,05000US56041,830
"Washakie County, Wyoming",Total,05000US56043,6135
"Washakie County, Wyoming",Not Hispanic or Latino,05000US56043,5565
"Washakie County, Wyoming",American Indian or Alaska Native Alone,05000US56043,20
"Washakie County, Wyoming",Asian Alone,05000US56043,15
"Washakie County, Wyoming",Black or African American Alone,05000US56043,0
"Washakie County, Wyoming",Native Hawaiian or Other Pacific Islander Alone,05000US56043,0
"Washakie County, Wyoming",White Alone,05000US56043,5405
"Washakie County, Wyoming",American Indian or Alaska Native and White,05000US56043,100
"Washakie County, Wyoming",Asian and White,05000US56043,20
"Washakie County, Wyoming",Black or African American and White,05000US56043,0
"Washakie County, Wyoming",American Indian or Alaska Native and Black or African American,05000US56043,0
"Washakie County, Wyoming",Remainder of Two or More Race Responses,05000US56043,0
"Washakie County, Wyoming",Hispanic or Latino,05000US56043,570
"Weston County, Wyoming",Total,05000US56045,5565
"Weston County, Wyoming",Not Hispanic or Latino,05000US56045,5510
"Weston County, Wyoming",American Indian or Alaska Native Alone,05000US56045,10
"Weston County, Wyoming",Asian Alone,05000US56045,180
"Weston County, Wyoming",Black or African American Alone,05000US56045,20
"Weston County, Wyoming",Native Hawaiian or Other Pacific Islander Alone,05000US56045,0
"Weston County, Wyoming",White Alone,05000US56045,5220
"Weston County, Wyoming",American Indian or Alaska Native and White,05000US56045,60
"Weston County, Wyoming",Asian and White,05000US56045,20
"Weston County, Wyoming",Black or African American and White,05000US56045,0
"Weston County, Wyoming",American Indian or Alaska Native and Black or African American,05000US56045,0
"Weston County, Wyoming",Remainder of Two or More Race Responses,05000US56045,0
"Weston County, Wyoming",Hispanic or Latino,05000US56045,55
"Adjuntas Municipio, Puerto Rico",Total,05000US72001,14430
"Adjuntas Municipio, Puerto Rico",Not Hispanic or Latino,05000US72001,35
"Adjuntas Municipio, Puerto Rico",American Indian or Alaska Native Alone,05000US72001,10
"Adjuntas Municipio, Puerto Rico",Asian Alone,05000US72001,0
"Adjuntas Municipio, Puerto Rico",Black or African American Alone,05000US72001,0
"Adjuntas Municipio, Puerto Rico",Native Hawaiian or Other Pacific Islander Alone,05000US72001,0
"Adjuntas Municipio, Puerto Rico",White Alone,05000US72001,30
"Adjuntas Municipio, Puerto Rico",American Indian or Alaska Native and White,05000US72001,0
"Adjuntas Municipio, Puerto Rico",Asian and White,05000US72001,0
"Adjuntas Municipio, Puerto Rico",Black or African American and White,05000US72001,0
"Adjuntas Municipio, Puerto Rico",American Indian or Alaska Native and Black or African American,05000US72001,0
"Adjuntas Municipio, Puerto Rico",Remainder of Two or More Race Responses,05000US72001,0
"Adjuntas Municipio, Puerto Rico",Hispanic or Latino,05000US72001,14395
"Aguada Municipio, Puerto Rico",Total,05000US72003,31350
"Aguada Municipio, Puerto Rico",Not Hispanic or Latino,05000US72003,2240
"Aguada Municipio, Puerto Rico",American Indian or Alaska Native Alone,05000US72003,0
"Aguada Municipio, Puerto Rico",Asian Alone,05000US72003,4
"Aguada Municipio, Puerto Rico",Black or African American Alone,05000US72003,40
"Aguada Municipio, Puerto Rico",Native Hawaiian or Other Pacific Islander Alone,05000US72003,0
"Aguada Municipio, Puerto Rico",White Alone,05000US72003,1380
"Aguada Municipio, Puerto Rico",American Indian or Alaska Native and White,05000US72003,30
"Aguada Municipio, Puerto Rico",Asian and White,05000US72003,0
"Aguada Municipio, Puerto Rico",Black or African American and White,05000US72003,710
"Aguada Municipio, Puerto Rico",American Indian or Alaska Native and Black or African American,05000US72003,10
"Aguada Municipio, Puerto Rico",Remainder of Two or More Race Responses,05000US72003,70
"Aguada Municipio, Puerto Rico",Hispanic or Latino,05000US72003,29110
"Aguadilla Municipio, Puerto Rico",Total,05000US72005,44275
"Aguadilla Municipio, Puerto Rico",Not Hispanic or Latino,05000US72005,1385
"Aguadilla Municipio, Puerto Rico",American Indian or Alaska Native Alone,05000US72005,0
"Aguadilla Municipio, Puerto Rico",Asian Alone,05000US72005,105
"Aguadilla Municipio, Puerto Rico",Black or African American Alone,05000US72005,145
"Aguadilla Municipio, Puerto Rico",Native Hawaiian or Other Pacific Islander Alone,05000US72005,0
"Aguadilla Municipio, Puerto Rico",White Alone,05000US72005,585
"Aguadilla Municipio, Puerto Rico",American Indian or Alaska Native and White,05000US72005,0
"Aguadilla Municipio, Puerto Rico",Asian and White,05000US72005,40
"Aguadilla Municipio, Puerto Rico",Black or African American and White,05000US72005,500
"Aguadilla Municipio, Puerto Rico",American Indian or Alaska Native and Black or African American,05000US72005,0
"Aguadilla Municipio, Puerto Rico",Remainder of Two or More Race Responses,05000US72005,10
"Aguadilla Municipio, Puerto Rico",Hispanic or Latino,05000US72005,42890
"Aguas Buenas Municipio, Puerto Rico",Total,05000US72007,21085
"Aguas Buenas Municipio, Puerto Rico",Not Hispanic or Latino,05000US72007,140
"Aguas Buenas Municipio, Puerto Rico",American Indian or Alaska Native Alone,05000US72007,0
"Aguas Buenas Municipio, Puerto Rico",Asian Alone,05000US72007,0
"Aguas Buenas Municipio, Puerto Rico",Black or African American Alone,05000US72007,0
"Aguas Buenas Municipio, Puerto Rico",Native Hawaiian or Other Pacific Islander Alone,05000US72007,0
"Aguas Buenas Municipio, Puerto Rico",White Alone,05000US72007,140
"Aguas Buenas Municipio, Puerto Rico",American Indian or Alaska Native and White,05000US72007,0
"Aguas Buenas Municipio, Puerto Rico",Asian and White,05000US72007,0
"Aguas Buenas Municipio, Puerto Rico",Black or African American and White,05000US72007,0
"Aguas Buenas Municipio, Puerto Rico",American Indian or Alaska Native and Black or African American,05000US72007,0
"Aguas Buenas Municipio, Puerto Rico",Remainder of Two or More Race Responses,05000US72007,0
"Aguas Buenas Municipio, Puerto Rico",Hispanic or Latino,05000US72007,20945
"Aibonito Municipio, Puerto Rico",Total,05000US72009,19050
"Aibonito Municipio, Puerto Rico",Not Hispanic or Latino,05000US72009,65
"Aibonito Municipio, Puerto Rico",American Indian or Alaska Native Alone,05000US72009,0
"Aibonito Municipio, Puerto Rico",Asian Alone,05000US72009,0
"Aibonito Municipio, Puerto Rico",Black or African American Alone,05000US72009,4
"Aibonito Municipio, Puerto Rico",Native Hawaiian or Other Pacific Islander Alone,05000US72009,0
"Aibonito Municipio, Puerto Rico",White Alone,05000US72009,60
